pair_idx,pair_file,output,pair_confidence,pair_cscore,pair_dist,same_gender,same_ethnicity,genders,ethnicities
65,"['__130_af.jpg', '__131_af.jpg']",TP,1.220376189108357,0.7951881112869548,0.40962381089164307,True,True,"['f', 'f']","['a', 'a']"
66,"['__132_af.jpg', '__133_af.jpg']",TP,1.2571167309933597,0.813558361828185,0.37288326900664037,True,True,"['f', 'f']","['a', 'a']"
67,"['__134_af.jpg', '__135_af.jpg']",TP,1.1120337256609,0.7410168952234567,0.5179662743391,True,True,"['f', 'f']","['a', 'a']"
68,"['__136_af.jpg', '__137_af.jpg']",TP,1.19868222705502,0.7843410915150946,0.4313177729449803,True,True,"['f', 'f']","['a', 'a']"
69,"['__138_af.jpg', '__139_af.jpg']",TP,1.1199280942767014,0.7449640276231315,0.5100719057232989,True,True,"['f', 'f']","['a', 'a']"
70,"['__140_af.jpg', '__141_af.jpg']",TP,0.6966694659818836,0.5333346904100913,0.9333305340181165,True,True,"['f', 'f']","['a', 'a']"
71,"['__142_af.jpg', '__143_af.jpg']",TP,1.0765074903946492,0.7232537658870659,0.5534925096053508,True,True,"['f', 'f']","['a', 'a']"
72,"['__144_af.jpg', '__145_af.jpg']",TP,0.3701817993551906,0.3700909152275547,1.2598182006448095,True,True,"['f', 'f']","['a', 'a']"
73,"['__146_af.jpg', '__147_af.jpg']",TP,0.9269133071346758,0.6484565694163996,0.7030866928653243,True,True,"['f', 'f']","['a', 'a']"
74,"['__148_af.jpg', '__149_af.jpg']",TP,0.8969491576614759,0.6334745419587722,0.7330508423385242,True,True,"['f', 'f']","['a', 'a']"
75,"['__150_af.jpg', '__151_af.jpg']",TP,1.157900143581355,0.763950109740688,0.47209985641864505,True,True,"['f', 'f']","['a', 'a']"
76,"['__152_af.jpg', '__153_af.jpg']",TP,1.2952229207853652,0.8326115508547799,0.334777079214635,True,True,"['f', 'f']","['a', 'a']"
77,"['__154_af.jpg', '__155_af.jpg']",TP,0.8836386791221145,0.6268193256193129,0.7463613208778856,True,True,"['f', 'f']","['a', 'a']"
78,"['__156_af.jpg', '__157_af.jpg']",TP,0.9301155099605222,0.6500577714187838,0.699884490039478,True,True,"['f', 'f']","['a', 'a']"
79,"['__158_af.jpg', '__159_af.jpg']",TP,1.2501383960560621,0.810069215186064,0.379861603943938,True,True,"['f', 'f']","['a', 'a']"
80,"['__160_af.jpg', '__161_af.jpg']",TP,1.4465272386847592,0.9082636781552589,0.18347276131524087,True,True,"['f', 'f']","['a', 'a']"
81,"['__162_af.jpg', '__163_af.jpg']",TP,0.9535931157124438,0.6617965193768789,0.6764068842875564,True,True,"['f', 'f']","['a', 'a']"
82,"['__164_af.jpg', '__165_af.jpg']",TP,1.0828653332011524,0.7264328085769844,0.5471346667988477,True,True,"['f', 'f']","['a', 'a']"
83,"['__166_af.jpg', '__167_af.jpg']",TP,0.971222776829375,0.6706113718532729,0.6587772231706251,True,True,"['f', 'f']","['a', 'a']"
84,"['__168_af.jpg', '__169_af.jpg']",TP,0.9490865925329734,0.6595432546529221,0.6809134074670267,True,True,"['f', 'f']","['a', 'a']"
85,"['__170_af.jpg', '__171_af.jpg']",TP,0.7264069139441621,0.54820349244906,0.903593086055838,True,True,"['f', 'f']","['a', 'a']"
86,"['__172_af.jpg', '__173_af.jpg']",TP,0.862214093077062,0.6161069497122491,0.7677859069229381,True,True,"['f', 'f']","['a', 'a']"
87,"['__174_af.jpg', '__175_af.jpg']",TP,1.3011323770957204,0.8355662082024404,0.32886762290427984,True,True,"['f', 'f']","['a', 'a']"
89,"['__178_af.jpg', '__179_af.jpg']",TP,0.16464404598369353,0.26732209426216025,1.4653559540163066,True,True,"['f', 'f']","['a', 'a']"
90,"['__180_af.jpg', '__181_af.jpg']",TP,0.13977493930791174,0.25488744736395313,1.4902250606920884,True,True,"['f', 'f']","['a', 'a']"
91,"['__182_af.jpg', '__183_af.jpg']",TP,0.7232003186305472,0.5466002211943077,0.9067996813694529,True,True,"['f', 'f']","['a', 'a']"
92,"['__184_af.jpg', '__185_af.jpg']",TP,0.6429252175526192,0.5064625461001373,0.9870747824473809,True,True,"['f', 'f']","['a', 'a']"
93,"['__186_af.jpg', '__187_af.jpg']",TP,0.4775731009568436,0.4237865905373308,1.1524268990431565,True,True,"['f', 'f']","['a', 'a']"
94,"['__188_af.jpg', '__189_af.jpg']",TP,0.7110716939985928,0.540535828494551,0.9189283060014073,True,True,"['f', 'f']","['a', 'a']"
96,"['__192_af.jpg', '__193_af.jpg']",TP,0.6414278258645777,0.5057139612393262,0.9885721741354224,True,True,"['f', 'f']","['a', 'a']"
98,"['__196_af.jpg', '__197_af.jpg']",TP,0.8144953167315756,0.592247598152139,0.8155046832684245,True,True,"['f', 'f']","['a', 'a']"
99,"['__198_af.jpg', '__199_af.jpg']",TP,1.0023310837578854,0.6861655316684696,0.6276689162421148,True,True,"['f', 'f']","['a', 'a']"
100,"['__200_af.jpg', '__201_af.jpg']",TP,0.4004644707624443,0.38523232236506677,1.2295355292375558,True,True,"['f', 'f']","['a', 'a']"
101,"['__202_af.jpg', '__203_af.jpg']",TP,1.075039273312127,0.7225196766124653,0.5549607266878732,True,True,"['f', 'f']","['a', 'a']"
102,"['__204_af.jpg', '__205_af.jpg']",TP,0.21392981811874034,0.29196475187231347,1.4160701818812598,True,True,"['f', 'f']","['a', 'a']"
103,"['__206_af.jpg', '__207_af.jpg']",TP,0.9192663811850882,0.6446332632715046,0.7107336188149119,True,True,"['f', 'f']","['a', 'a']"
104,"['__208_af.jpg', '__209_af.jpg']",TP,1.0887143771703665,0.7293572123820236,0.5412856228296337,True,True,"['f', 'f']","['a', 'a']"
105,"['__210_af.jpg', '__211_af.jpg']",TP,0.9955266922433446,0.6827633748077149,0.6344733077566556,True,True,"['f', 'f']","['a', 'a']"
106,"['__212_af.jpg', '__213_af.jpg']",TP,0.645903809933191,0.5079519804375358,0.9840961900668092,True,True,"['f', 'f']","['a', 'a']"
107,"['__214_af.jpg', '__215_af.jpg']",TP,1.5480981172307398,0.9590489899564558,0.08190188276926029,True,True,"['f', 'f']","['a', 'a']"
108,"['__216_af.jpg', '__217_af.jpg']",TP,0.8551892723797874,0.6125945923690668,0.7748107276202127,True,True,"['f', 'f']","['a', 'a']"
109,"['__218_af.jpg', '__219_af.jpg']",TP,0.6793383363478895,0.5246692378832951,0.9506616636521106,True,True,"['f', 'f']","['a', 'a']"
110,"['__220_af.jpg', '__221_af.jpg']",TP,1.0974046721534516,0.7337023471577171,0.5325953278465485,True,True,"['f', 'f']","['a', 'a']"
111,"['__222_af.jpg', '__223_af.jpg']",TP,1.1216477190490781,0.7458237744562424,0.508352280950922,True,True,"['f', 'f']","['a', 'a']"
112,"['__224_af.jpg', '__225_af.jpg']",TP,1.234050335598512,0.8020249884579005,0.39594966440148804,True,True,"['f', 'f']","['a', 'a']"
113,"['__226_af.jpg', '__227_af.jpg']",TP,0.9850836187745708,0.6775418431883726,0.6449163812254293,True,True,"['f', 'f']","['a', 'a']"
114,"['__228_af.jpg', '__229_af.jpg']",TP,0.7765712591190332,0.5732856688473842,0.8534287408809669,True,True,"['f', 'f']","['a', 'a']"
115,"['__230_af.jpg', '__231_af.jpg']",TP,1.1199485821544795,0.7449742372707799,0.5100514178455207,True,True,"['f', 'f']","['a', 'a']"
116,"['__232_af.jpg', '__233_af.jpg']",TP,1.238016693321549,0.8040082872194402,0.39198330667845105,True,True,"['f', 'f']","['a', 'a']"
117,"['__234_af.jpg', '__235_af.jpg']",TP,1.2079209153905044,0.7889603853383735,0.4220790846094958,True,True,"['f', 'f']","['a', 'a']"
119,"['__238_af.jpg', '__239_af.jpg']",TP,0.9781049347020394,0.6740525422850481,0.6518950652979607,True,True,"['f', 'f']","['a', 'a']"
120,"['__240_af.jpg', '__241_af.jpg']",TP,0.840929360399668,0.6054647061212284,0.7890706396003321,True,True,"['f', 'f']","['a', 'a']"
121,"['__242_af.jpg', '__243_af.jpg']",TP,1.0561772111212764,0.71308863212459,0.5738227888787236,True,True,"['f', 'f']","['a', 'a']"
122,"['__244_af.jpg', '__245_af.jpg']",TP,0.8755709404042108,0.6227854427708147,0.7544290595957893,True,True,"['f', 'f']","['a', 'a']"
123,"['__246_af.jpg', '__247_af.jpg']",TP,1.1036848630370955,0.7368424903401946,0.5263151369629046,True,True,"['f', 'f']","['a', 'a']"
124,"['__248_af.jpg', '__249_af.jpg']",TP,0.8492415811534093,0.6096208282250465,0.7807584188465908,True,True,"['f', 'f']","['a', 'a']"
125,"['__250_af.jpg', '__251_af.jpg']",TP,0.5116426890366028,0.4408213795778154,1.1183573109633973,True,True,"['f', 'f']","['a', 'a']"
126,"['__252_af.jpg', '__253_af.jpg']",TP,0.6110702565901096,0.4905351930420636,1.0189297434098905,True,True,"['f', 'f']","['a', 'a']"
127,"['__254_af.jpg', '__255_af.jpg']",TP,0.6255218873011683,0.4977609263552572,1.0044781126988318,True,True,"['f', 'f']","['a', 'a']"
128,"['__256_af.jpg', '__257_af.jpg']",TP,0.8034492912955082,0.5867246344352072,0.8265507087044919,True,True,"['f', 'f']","['a', 'a']"
129,"['__258_af.jpg', '__259_af.jpg']",TP,0.8469417777174211,0.6084709675206867,0.783058222282579,True,True,"['f', 'f']","['a', 'a']"
130,"['__260_af.jpg', '__261_af.jpg']",TP,1.0454296498961912,0.7077148024930475,0.5845703501038089,True,True,"['f', 'f']","['a', 'a']"
131,"['__262_af.jpg', '__263_af.jpg']",TP,0.8325855975375319,0.6012927951606899,0.7974144024624682,True,True,"['f', 'f']","['a', 'a']"
132,"['__264_af.jpg', '__265_af.jpg']",TP,0.8444819438765337,0.6072410978996038,0.7855180561234664,True,True,"['f', 'f']","['a', 'a']"
133,"['__266_af.jpg', '__267_af.jpg']",TP,0.4552812842924192,0.4126406260947707,1.174718715707581,True,True,"['f', 'f']","['a', 'a']"
134,"['__268_af.jpg', '__269_af.jpg']",TP,0.30809038924686294,0.33904519480634054,1.3219096107531372,True,True,"['f', 'f']","['a', 'a']"
135,"['__270_af.jpg', '__271_af.jpg']",TP,1.2573182061325285,0.8136590832592951,0.37268179386747147,True,True,"['f', 'f']","['a', 'a']"
136,"['__272_af.jpg', '__273_af.jpg']",TP,1.248460873038148,0.8092304965918063,0.3815391269618522,True,True,"['f', 'f']","['a', 'a']"
137,"['__274_af.jpg', '__275_af.jpg']",TP,1.12340475215975,0.7467023606046741,0.50659524784025,True,True,"['f', 'f']","['a', 'a']"
138,"['__276_af.jpg', '__277_af.jpg']",TP,0.8345168962600513,0.6022584742802551,0.7954831037399488,True,True,"['f', 'f']","['a', 'a']"
139,"['__278_af.jpg', '__279_af.jpg']",TP,0.7199220352295379,0.5449610003940184,0.9100779647704622,True,True,"['f', 'f']","['a', 'a']"
140,"['__280_af.jpg', '__281_af.jpg']",TP,1.3408161106674399,0.8554081387555963,0.28918388933256023,True,True,"['f', 'f']","['a', 'a']"
141,"['__282_af.jpg', '__283_af.jpg']",TP,1.1811521000805039,0.7755759416176544,0.4488478999194963,True,True,"['f', 'f']","['a', 'a']"
142,"['__284_af.jpg', '__285_af.jpg']",TP,1.271869126970072,0.8209346208420955,0.3581308730299282,True,True,"['f', 'f']","['a', 'a']"
143,"['__286_af.jpg', '__287_af.jpg']",TP,1.2819597547408035,0.8259798525310732,0.3480402452591966,True,True,"['f', 'f']","['a', 'a']"
144,"['__288_af.jpg', '__289_af.jpg']",TP,0.9480394202696627,0.6590196318883225,0.6819605797303374,True,True,"['f', 'f']","['a', 'a']"
145,"['__290_af.jpg', '__291_af.jpg']",TP,0.726651052379637,0.5483255849777211,0.9033489476203631,True,True,"['f', 'f']","['a', 'a']"
146,"['__292_af.jpg', '__293_af.jpg']",TP,0.5972483973702787,0.4836241957229711,1.0327516026297214,True,True,"['f', 'f']","['a', 'a']"
147,"['__294_af.jpg', '__295_af.jpg']",TP,0.86211653258277,0.6160584289991636,0.7678834674172301,True,True,"['f', 'f']","['a', 'a']"
148,"['__296_af.jpg', '__297_af.jpg']",TP,0.14875832150355994,0.25937905020949326,1.4812416784964402,True,True,"['f', 'f']","['a', 'a']"
149,"['__298_af.jpg', '__299_af.jpg']",TP,0.5744154902995542,0.47220777606766035,1.055584509700446,True,True,"['f', 'f']","['a', 'a']"
150,"['__300_af.jpg', '__301_af.jpg']",TP,0.7309299277972242,0.5504649202411485,0.8990700722027759,True,True,"['f', 'f']","['a', 'a']"
151,"['__302_af.jpg', '__303_af.jpg']",TP,0.5275069100296619,0.44875346322180554,1.1024930899703382,True,True,"['f', 'f']","['a', 'a']"
153,"['__306_af.jpg', '__307_af.jpg']",TP,0.6004198252281203,0.485209941070757,1.0295801747718798,True,True,"['f', 'f']","['a', 'a']"
154,"['__308_af.jpg', '__309_af.jpg']",TP,0.9693902766148829,0.669695047797169,0.6606097233851173,True,True,"['f', 'f']","['a', 'a']"
155,"['__310_af.jpg', '__311_af.jpg']",TP,1.1186850928363976,0.7443424680381878,0.5113149071636025,True,True,"['f', 'f']","['a', 'a']"
157,"['__314_af.jpg', '__315_af.jpg']",TP,0.9802056481745232,0.6751029802083273,0.649794351825477,True,True,"['f', 'f']","['a', 'a']"
158,"['__316_af.jpg', '__317_af.jpg']",TP,0.30855290954813275,0.33927645119483785,1.3214470904518674,True,True,"['f', 'f']","['a', 'a']"
159,"['__318_af.jpg', '__319_af.jpg']",TP,0.5981856164940031,0.48409283352823224,1.031814383505997,True,True,"['f', 'f']","['a', 'a']"
160,"['__320_af.jpg', '__321_af.jpg']",TP,1.1536866045746135,0.7618433731788035,0.47631339542538664,True,True,"['f', 'f']","['a', 'a']"
161,"['__322_af.jpg', '__323_af.jpg']",TP,0.7269142890147074,0.5484572505077794,0.9030857109852927,True,True,"['f', 'f']","['a', 'a']"
162,"['__324_af.jpg', '__325_af.jpg']",TP,0.7675062849053894,0.5687530526541293,0.8624937150946107,True,True,"['f', 'f']","['a', 'a']"
163,"['__326_af.jpg', '__327_af.jpg']",TP,1.0937299429467253,0.7318649009062662,0.5362700570532748,True,True,"['f', 'f']","['a', 'a']"
164,"['__328_af.jpg', '__329_af.jpg']",TP,0.9017173564812473,0.6358587257843769,0.7282826435187528,True,True,"['f', 'f']","['a', 'a']"
165,"['__330_af.jpg', '__331_af.jpg']",TP,1.395033351668337,0.8825166526533863,0.23496664833166298,True,True,"['f', 'f']","['a', 'a']"
166,"['__332_af.jpg', '__333_af.jpg']",TP,1.2888302638798756,0.8294151420631268,0.3411697361201244,True,True,"['f', 'f']","['a', 'a']"
167,"['__334_af.jpg', '__335_af.jpg']",TP,1.0970927742439174,0.7335463629419365,0.5329072257560826,True,True,"['f', 'f']","['a', 'a']"
168,"['__336_af.jpg', '__337_af.jpg']",TP,0.9298197657511288,0.6499098300670592,0.7001802342488713,True,True,"['f', 'f']","['a', 'a']"
169,"['__338_af.jpg', '__339_af.jpg']",TP,0.8087099644242317,0.5893549988531304,0.8212900355757684,True,True,"['f', 'f']","['a', 'a']"
170,"['__340_af.jpg', '__341_af.jpg']",TP,1.3158596833541372,0.8429297414358212,0.31414031664586295,True,True,"['f', 'f']","['a', 'a']"
171,"['__342_af.jpg', '__343_af.jpg']",TP,1.2717573116999357,0.8208785638507627,0.35824268830006456,True,True,"['f', 'f']","['a', 'a']"
172,"['__344_af.jpg', '__345_af.jpg']",TP,1.3020377174278288,0.8360189600569325,0.3279622825721713,True,True,"['f', 'f']","['a', 'a']"
173,"['__346_af.jpg', '__347_af.jpg']",TP,1.3506157178030855,0.8603078259845538,0.2793842821969145,True,True,"['f', 'f']","['a', 'a']"
174,"['__348_af.jpg', '__349_af.jpg']",TP,1.1699467688077347,0.7699733832301022,0.4600532311922655,True,True,"['f', 'f']","['a', 'a']"
175,"['__350_af.jpg', '__351_af.jpg']",TP,0.7616167326180074,0.5658083368521177,0.8683832673819927,True,True,"['f', 'f']","['a', 'a']"
176,"['__352_af.jpg', '__353_af.jpg']",TP,1.1607937552013365,0.765396908727866,0.4692062447986637,True,True,"['f', 'f']","['a', 'a']"
177,"['__354_af.jpg', '__355_af.jpg']",TP,0.9730950782107985,0.6715476264529296,0.6569049217892016,True,True,"['f', 'f']","['a', 'a']"
178,"['__356_af.jpg', '__357_af.jpg']",TP,0.9967026921860705,0.6833513007123939,0.6332973078139296,True,True,"['f', 'f']","['a', 'a']"
179,"['__358_af.jpg', '__359_af.jpg']",TP,0.8350209744673439,0.602510331506931,0.7949790255326562,True,True,"['f', 'f']","['a', 'a']"
180,"['__360_af.jpg', '__361_af.jpg']",TP,1.2868739416034805,0.8284370138149895,0.34312605839651966,True,True,"['f', 'f']","['a', 'a']"
181,"['__362_af.jpg', '__363_af.jpg']",TP,1.1259901648196098,0.7479952019384524,0.5040098351803904,True,True,"['f', 'f']","['a', 'a']"
182,"['__364_af.jpg', '__365_af.jpg']",TP,0.9036080942691334,0.6368041415560597,0.7263919057308668,True,True,"['f', 'f']","['a', 'a']"
183,"['__366_af.jpg', '__367_af.jpg']",TP,0.8275137805706276,0.5987569503327843,0.8024862194293725,True,True,"['f', 'f']","['a', 'a']"
184,"['__368_af.jpg', '__369_af.jpg']",TP,1.0047231948432067,0.6873616147221975,0.6252768051567933,True,True,"['f', 'f']","['a', 'a']"
185,"['__370_af.jpg', '__371_af.jpg']",TP,1.037241001789907,0.7036205014875683,0.5927589982100931,True,True,"['f', 'f']","['a', 'a']"
186,"['__372_af.jpg', '__373_af.jpg']",TP,0.7990666101039124,0.5845332869343072,0.8309333898960877,True,True,"['f', 'f']","['a', 'a']"
187,"['__374_af.jpg', '__375_af.jpg']",TP,0.9962344679578112,0.6831172867171768,0.6337655320421889,True,True,"['f', 'f']","['a', 'a']"
188,"['__376_af.jpg', '__377_af.jpg']",TP,0.6015030977735003,0.4857515665198635,1.0284969022264998,True,True,"['f', 'f']","['a', 'a']"
189,"['__378_af.jpg', '__379_af.jpg']",TP,0.6775838618251244,0.5237919746133956,0.9524161381748757,True,True,"['f', 'f']","['a', 'a']"
190,"['__380_af.jpg', '__381_af.jpg']",TP,0.7108078828654738,0.5404038959251387,0.9191921171345263,True,True,"['f', 'f']","['a', 'a']"
192,"['__384_af.jpg', '__385_af.jpg']",TP,0.5326322932666465,0.4513161025719275,1.0973677067333536,True,True,"['f', 'f']","['a', 'a']"
193,"['__386_af.jpg', '__387_af.jpg']",TP,0.26816918722475824,0.3190846306447671,1.3618308127752419,True,True,"['f', 'f']","['a', 'a']"
194,"['__388_af.jpg', '__389_af.jpg']",TP,0.5505200443955673,0.4602600247847004,1.0794799556044328,True,True,"['f', 'f']","['a', 'a']"
195,"['__390_af.jpg', '__391_af.jpg']",TP,1.0586460348188467,0.7143230431716794,0.5713539651811534,True,True,"['f', 'f']","['a', 'a']"
196,"['__392_af.jpg', '__393_af.jpg']",TP,1.1024481024416408,0.7362240715369274,0.5275518975583592,True,True,"['f', 'f']","['a', 'a']"
197,"['__394_af.jpg', '__395_af.jpg']",TP,0.8053678063915211,0.5876839444938309,0.8246321936084791,True,True,"['f', 'f']","['a', 'a']"
198,"['__396_af.jpg', '__397_af.jpg']",TP,1.1401810946222506,0.7550905193147863,0.4898189053777495,True,True,"['f', 'f']","['a', 'a']"
