pair_idx,pair_file,output,pair_confidence,pair_cscore,same_gender,same_ethnicity,genders,ethnicities
61,"['__122_af.jpg', '__123_af.jpg']",TP,0.8266868638991782,0.6233434319495893,True,True,"['f', 'f']","['a', 'a']"
62,"['__124_af.jpg', '__125_af.jpg']",TP,0.8145055945592032,0.6172527972796019,True,True,"['f', 'f']","['a', 'a']"
63,"['__126_af.jpg', '__127_af.jpg']",TP,0.009356968613614347,0.2146784843068075,True,True,"['f', 'f']","['a', 'a']"
64,"['__128_af.jpg', '__129_af.jpg']",TP,0.43916345168459947,0.42958172584229987,True,True,"['f', 'f']","['a', 'a']"
65,"['__130_af.jpg', '__131_af.jpg']",TP,0.8912894081204943,0.6556447040602471,True,True,"['f', 'f']","['a', 'a']"
66,"['__132_af.jpg', '__133_af.jpg']",TP,0.8857368647963073,0.652868432398154,True,True,"['f', 'f']","['a', 'a']"
67,"['__134_af.jpg', '__135_af.jpg']",TP,0.9095080109703656,0.6647540054851828,True,True,"['f', 'f']","['a', 'a']"
68,"['__136_af.jpg', '__137_af.jpg']",TP,0.9188367883639281,0.6694183941819642,True,True,"['f', 'f']","['a', 'a']"
69,"['__138_af.jpg', '__139_af.jpg']",TP,0.9667174853850676,0.693358742692534,True,True,"['f', 'f']","['a', 'a']"
70,"['__140_af.jpg', '__141_af.jpg']",TP,0.41473604393807006,0.4173680219690351,True,True,"['f', 'f']","['a', 'a']"
71,"['__142_af.jpg', '__143_af.jpg']",TP,0.8491548386777743,0.6345774193388873,True,True,"['f', 'f']","['a', 'a']"
73,"['__146_af.jpg', '__147_af.jpg']",TP,0.5141430375659453,0.46707151878297287,True,True,"['f', 'f']","['a', 'a']"
74,"['__148_af.jpg', '__149_af.jpg']",TP,0.35120786740955623,0.3856039337047783,True,True,"['f', 'f']","['a', 'a']"
75,"['__150_af.jpg', '__151_af.jpg']",TP,0.9670069668888923,0.6935034834444463,True,True,"['f', 'f']","['a', 'a']"
76,"['__152_af.jpg', '__153_af.jpg']",TP,0.9017132108108958,0.6608566054054481,True,True,"['f', 'f']","['a', 'a']"
77,"['__154_af.jpg', '__155_af.jpg']",TP,0.5110403188550585,0.4655201594275294,True,True,"['f', 'f']","['a', 'a']"
78,"['__156_af.jpg', '__157_af.jpg']",TP,0.8180175746174052,0.619008787308703,True,True,"['f', 'f']","['a', 'a']"
79,"['__158_af.jpg', '__159_af.jpg']",TP,0.9553395409763599,0.6876697704881802,True,True,"['f', 'f']","['a', 'a']"
80,"['__160_af.jpg', '__161_af.jpg']",TP,1.100627887207276,0.760313943603638,True,True,"['f', 'f']","['a', 'a']"
81,"['__162_af.jpg', '__163_af.jpg']",TP,0.6415236672923399,0.5307618336461702,True,True,"['f', 'f']","['a', 'a']"
82,"['__164_af.jpg', '__165_af.jpg']",TP,0.6680110882773354,0.5440055441386678,True,True,"['f', 'f']","['a', 'a']"
83,"['__166_af.jpg', '__167_af.jpg']",TP,0.6704317005831262,0.5452158502915634,True,True,"['f', 'f']","['a', 'a']"
84,"['__168_af.jpg', '__169_af.jpg']",TP,0.6465797139431505,0.5332898569715754,True,True,"['f', 'f']","['a', 'a']"
85,"['__170_af.jpg', '__171_af.jpg']",TP,0.7170156891366122,0.5685078445683063,True,True,"['f', 'f']","['a', 'a']"
86,"['__172_af.jpg', '__173_af.jpg']",TP,0.5709099834861422,0.49545499174307134,True,True,"['f', 'f']","['a', 'a']"
87,"['__174_af.jpg', '__175_af.jpg']",TP,1.3349924526552217,0.8774962263276109,True,True,"['f', 'f']","['a', 'a']"
88,"['__176_af.jpg', '__177_af.jpg']",TP,0.099421982774897,0.2597109913874488,True,True,"['f', 'f']","['a', 'a']"
89,"['__178_af.jpg', '__179_af.jpg']",TP,0.17372284087324275,0.2968614204366215,True,True,"['f', 'f']","['a', 'a']"
90,"['__180_af.jpg', '__181_af.jpg']",TP,0.28202307632630674,0.3510115381631536,True,True,"['f', 'f']","['a', 'a']"
91,"['__182_af.jpg', '__183_af.jpg']",TP,0.4421728779049652,0.4310864389524831,True,True,"['f', 'f']","['a', 'a']"
92,"['__184_af.jpg', '__185_af.jpg']",TP,0.4439379856161181,0.4319689928080591,True,True,"['f', 'f']","['a', 'a']"
93,"['__186_af.jpg', '__187_af.jpg']",TP,0.28864632827770786,0.3543231641388543,True,True,"['f', 'f']","['a', 'a']"
94,"['__188_af.jpg', '__189_af.jpg']",TP,0.20299974845258095,0.31149987422629066,True,True,"['f', 'f']","['a', 'a']"
98,"['__196_af.jpg', '__197_af.jpg']",TP,0.4332007706264571,0.42660038531322864,True,True,"['f', 'f']","['a', 'a']"
99,"['__198_af.jpg', '__199_af.jpg']",TP,0.6324289783464768,0.5262144891732385,True,True,"['f', 'f']","['a', 'a']"
100,"['__200_af.jpg', '__201_af.jpg']",TP,0.4216759404761299,0.42083797023806513,True,True,"['f', 'f']","['a', 'a']"
101,"['__202_af.jpg', '__203_af.jpg']",TP,0.7637767556878734,0.5918883778439367,True,True,"['f', 'f']","['a', 'a']"
102,"['__204_af.jpg', '__205_af.jpg']",TP,0.42044267840874805,0.4202213392043741,True,True,"['f', 'f']","['a', 'a']"
103,"['__206_af.jpg', '__207_af.jpg']",TP,0.6213812576122426,0.5206906288061215,True,True,"['f', 'f']","['a', 'a']"
104,"['__208_af.jpg', '__209_af.jpg']",TP,0.5587390142128417,0.48936950710642113,True,True,"['f', 'f']","['a', 'a']"
105,"['__210_af.jpg', '__211_af.jpg']",TP,0.7068855958469722,0.5634427979234862,True,True,"['f', 'f']","['a', 'a']"
106,"['__212_af.jpg', '__213_af.jpg']",TP,0.31389924499218247,0.36694962249609153,True,True,"['f', 'f']","['a', 'a']"
107,"['__214_af.jpg', '__215_af.jpg']",TP,1.4954904244868552,0.9577452122434278,True,True,"['f', 'f']","['a', 'a']"
108,"['__216_af.jpg', '__217_af.jpg']",TP,0.6724503725447483,0.5462251862723744,True,True,"['f', 'f']","['a', 'a']"
109,"['__218_af.jpg', '__219_af.jpg']",TP,0.5090095734195903,0.46450478670979545,True,True,"['f', 'f']","['a', 'a']"
110,"['__220_af.jpg', '__221_af.jpg']",TP,0.28837079770520346,0.3541853988526018,True,True,"['f', 'f']","['a', 'a']"
111,"['__222_af.jpg', '__223_af.jpg']",TP,0.8580723544139742,0.6390361772069874,True,True,"['f', 'f']","['a', 'a']"
112,"['__224_af.jpg', '__225_af.jpg']",TP,0.996298178679599,0.7081490893397996,True,True,"['f', 'f']","['a', 'a']"
113,"['__226_af.jpg', '__227_af.jpg']",TP,0.7388911827198416,0.5794455913599208,True,True,"['f', 'f']","['a', 'a']"
114,"['__228_af.jpg', '__229_af.jpg']",TP,0.5589574256254917,0.489478712812746,True,True,"['f', 'f']","['a', 'a']"
115,"['__230_af.jpg', '__231_af.jpg']",TP,1.0883060573087846,0.7541530286543925,True,True,"['f', 'f']","['a', 'a']"
116,"['__232_af.jpg', '__233_af.jpg']",TP,1.0285953245743906,0.7242976622871955,True,True,"['f', 'f']","['a', 'a']"
117,"['__234_af.jpg', '__235_af.jpg']",TP,0.9098930892882506,0.6649465446441255,True,True,"['f', 'f']","['a', 'a']"
119,"['__238_af.jpg', '__239_af.jpg']",TP,0.9650992429308412,0.6925496214654208,True,True,"['f', 'f']","['a', 'a']"
120,"['__240_af.jpg', '__241_af.jpg']",TP,0.5599812255588061,0.4899906127794036,True,True,"['f', 'f']","['a', 'a']"
121,"['__242_af.jpg', '__243_af.jpg']",TP,0.6486793379792394,0.53433966898962,True,True,"['f', 'f']","['a', 'a']"
122,"['__244_af.jpg', '__245_af.jpg']",TP,0.59871705326527,0.5093585266326353,True,True,"['f', 'f']","['a', 'a']"
123,"['__246_af.jpg', '__247_af.jpg']",TP,0.644831771229346,0.532415885614673,True,True,"['f', 'f']","['a', 'a']"
124,"['__248_af.jpg', '__249_af.jpg']",TP,0.6925667346284123,0.5562833673142062,True,True,"['f', 'f']","['a', 'a']"
125,"['__250_af.jpg', '__251_af.jpg']",TP,0.736542537976238,0.5782712689881191,True,True,"['f', 'f']","['a', 'a']"
126,"['__252_af.jpg', '__253_af.jpg']",TP,0.7027828563851981,0.5613914281925991,True,True,"['f', 'f']","['a', 'a']"
127,"['__254_af.jpg', '__255_af.jpg']",TP,0.6592034901480217,0.539601745074011,True,True,"['f', 'f']","['a', 'a']"
128,"['__256_af.jpg', '__257_af.jpg']",TP,0.8248772016568706,0.6224386008284355,True,True,"['f', 'f']","['a', 'a']"
129,"['__258_af.jpg', '__259_af.jpg']",TP,0.824521895149335,0.6222609475746679,True,True,"['f', 'f']","['a', 'a']"
130,"['__260_af.jpg', '__261_af.jpg']",TP,0.845640704004073,0.6328203520020368,True,True,"['f', 'f']","['a', 'a']"
131,"['__262_af.jpg', '__263_af.jpg']",TP,0.5536556879155432,0.48682784395777184,True,True,"['f', 'f']","['a', 'a']"
132,"['__264_af.jpg', '__265_af.jpg']",TP,0.35049175065138316,0.3852458753256919,True,True,"['f', 'f']","['a', 'a']"
133,"['__266_af.jpg', '__267_af.jpg']",TP,0.6435961923634497,0.531798096181725,True,True,"['f', 'f']","['a', 'a']"
134,"['__268_af.jpg', '__269_af.jpg']",TP,0.18431847579070082,0.3021592378953506,True,True,"['f', 'f']","['a', 'a']"
135,"['__270_af.jpg', '__271_af.jpg']",TP,0.8770977393848454,0.648548869692423,True,True,"['f', 'f']","['a', 'a']"
136,"['__272_af.jpg', '__273_af.jpg']",TP,1.060439229061744,0.740219614530872,True,True,"['f', 'f']","['a', 'a']"
137,"['__274_af.jpg', '__275_af.jpg']",TP,0.8020876279993236,0.6110438139996621,True,True,"['f', 'f']","['a', 'a']"
138,"['__276_af.jpg', '__277_af.jpg']",TP,0.8269025588406478,0.6234512794203242,True,True,"['f', 'f']","['a', 'a']"
139,"['__278_af.jpg', '__279_af.jpg']",TP,0.32705210302423326,0.3735260515121168,True,True,"['f', 'f']","['a', 'a']"
140,"['__280_af.jpg', '__281_af.jpg']",TP,1.1547357991636866,0.7873678995818436,True,True,"['f', 'f']","['a', 'a']"
141,"['__282_af.jpg', '__283_af.jpg']",TP,0.8615156645534958,0.6407578322767482,True,True,"['f', 'f']","['a', 'a']"
142,"['__284_af.jpg', '__285_af.jpg']",TP,0.9852910202001397,0.7026455101000701,True,True,"['f', 'f']","['a', 'a']"
143,"['__286_af.jpg', '__287_af.jpg']",TP,0.6212055410030843,0.5206027705015425,True,True,"['f', 'f']","['a', 'a']"
144,"['__288_af.jpg', '__289_af.jpg']",TP,0.41313038567466176,0.41656519283733107,True,True,"['f', 'f']","['a', 'a']"
145,"['__290_af.jpg', '__291_af.jpg']",TP,0.7285016282908805,0.5742508141454405,True,True,"['f', 'f']","['a', 'a']"
146,"['__292_af.jpg', '__293_af.jpg']",TP,0.6915399863438119,0.5557699931719061,True,True,"['f', 'f']","['a', 'a']"
147,"['__294_af.jpg', '__295_af.jpg']",TP,0.6297761629713488,0.5248880814856747,True,True,"['f', 'f']","['a', 'a']"
148,"['__296_af.jpg', '__297_af.jpg']",TP,0.3672581004895221,0.3936290502447612,True,True,"['f', 'f']","['a', 'a']"
149,"['__298_af.jpg', '__299_af.jpg']",TP,0.33406696577971884,0.3770334828898596,True,True,"['f', 'f']","['a', 'a']"
150,"['__300_af.jpg', '__301_af.jpg']",TP,0.5417995326406517,0.480899766320326,True,True,"['f', 'f']","['a', 'a']"
151,"['__302_af.jpg', '__303_af.jpg']",TP,0.22405655263019697,0.32202827631509867,True,True,"['f', 'f']","['a', 'a']"
153,"['__306_af.jpg', '__307_af.jpg']",TP,0.3734926200609292,0.39674631003046457,True,True,"['f', 'f']","['a', 'a']"
154,"['__308_af.jpg', '__309_af.jpg']",TP,0.5748345171578304,0.4974172585789151,True,True,"['f', 'f']","['a', 'a']"
155,"['__310_af.jpg', '__311_af.jpg']",TP,0.8098752659156239,0.6149376329578122,True,True,"['f', 'f']","['a', 'a']"
156,"['__312_af.jpg', '__313_af.jpg']",TP,0.21096705376225078,0.3154835268811257,True,True,"['f', 'f']","['a', 'a']"
157,"['__314_af.jpg', '__315_af.jpg']",TP,0.5304298500629419,0.475214925031471,True,True,"['f', 'f']","['a', 'a']"
158,"['__316_af.jpg', '__317_af.jpg']",TP,0.4951854371033888,0.4575927185516946,True,True,"['f', 'f']","['a', 'a']"
159,"['__318_af.jpg', '__319_af.jpg']",TP,0.41672730589840956,0.4183636529492048,True,True,"['f', 'f']","['a', 'a']"
160,"['__320_af.jpg', '__321_af.jpg']",TP,0.9108625641711285,0.6654312820855643,True,True,"['f', 'f']","['a', 'a']"
161,"['__322_af.jpg', '__323_af.jpg']",TP,0.4872598866490865,0.45362994332454365,True,True,"['f', 'f']","['a', 'a']"
162,"['__324_af.jpg', '__325_af.jpg']",TP,0.05860776362890996,0.23930388181445517,True,True,"['f', 'f']","['a', 'a']"
163,"['__326_af.jpg', '__327_af.jpg']",TP,0.8275874480575975,0.623793724028799,True,True,"['f', 'f']","['a', 'a']"
164,"['__328_af.jpg', '__329_af.jpg']",TP,0.4639860445313202,0.4419930222656603,True,True,"['f', 'f']","['a', 'a']"
165,"['__330_af.jpg', '__331_af.jpg']",TP,1.3171792217088454,0.868589610854423,True,True,"['f', 'f']","['a', 'a']"
166,"['__332_af.jpg', '__333_af.jpg']",TP,1.2172659363226033,0.8186329681613018,True,True,"['f', 'f']","['a', 'a']"
167,"['__334_af.jpg', '__335_af.jpg']",TP,0.9317398664028069,0.6758699332014035,True,True,"['f', 'f']","['a', 'a']"
168,"['__336_af.jpg', '__337_af.jpg']",TP,0.7457504274450674,0.5828752137225339,True,True,"['f', 'f']","['a', 'a']"
169,"['__338_af.jpg', '__339_af.jpg']",TP,0.6824374676579061,0.5512187338289534,True,True,"['f', 'f']","['a', 'a']"
170,"['__340_af.jpg', '__341_af.jpg']",TP,1.1622594702586613,0.7911297351293307,True,True,"['f', 'f']","['a', 'a']"
171,"['__342_af.jpg', '__343_af.jpg']",TP,1.1867401060538068,0.8033700530269036,True,True,"['f', 'f']","['a', 'a']"
172,"['__344_af.jpg', '__345_af.jpg']",TP,0.8752151874587,0.6476075937293502,True,True,"['f', 'f']","['a', 'a']"
173,"['__346_af.jpg', '__347_af.jpg']",TP,1.0553323289773773,0.7376661644886888,True,True,"['f', 'f']","['a', 'a']"
174,"['__348_af.jpg', '__349_af.jpg']",TP,0.7288535610530089,0.5744267805265044,True,True,"['f', 'f']","['a', 'a']"
175,"['__350_af.jpg', '__351_af.jpg']",TP,0.6831878214110181,0.5515939107055092,True,True,"['f', 'f']","['a', 'a']"
176,"['__352_af.jpg', '__353_af.jpg']",TP,1.187664331048318,0.8038321655241591,True,True,"['f', 'f']","['a', 'a']"
177,"['__354_af.jpg', '__355_af.jpg']",TP,0.7761773788527548,0.5980886894263777,True,True,"['f', 'f']","['a', 'a']"
178,"['__356_af.jpg', '__357_af.jpg']",TP,0.830668507261358,0.6253342536306794,True,True,"['f', 'f']","['a', 'a']"
179,"['__358_af.jpg', '__359_af.jpg']",TP,0.44872771249844523,0.4343638562492227,True,True,"['f', 'f']","['a', 'a']"
180,"['__360_af.jpg', '__361_af.jpg']",TP,0.7497127449031173,0.584856372451559,True,True,"['f', 'f']","['a', 'a']"
181,"['__362_af.jpg', '__363_af.jpg']",TP,0.8401093156662796,0.6300546578331401,True,True,"['f', 'f']","['a', 'a']"
182,"['__364_af.jpg', '__365_af.jpg']",TP,0.04251784697294214,0.2312589234864712,True,True,"['f', 'f']","['a', 'a']"
183,"['__366_af.jpg', '__367_af.jpg']",TP,0.2741788538282488,0.3470894269141244,True,True,"['f', 'f']","['a', 'a']"
184,"['__368_af.jpg', '__369_af.jpg']",TP,0.6123370463808155,0.5161685231904081,True,True,"['f', 'f']","['a', 'a']"
185,"['__370_af.jpg', '__371_af.jpg']",TP,0.7443563805464077,0.582178190273204,True,True,"['f', 'f']","['a', 'a']"
186,"['__372_af.jpg', '__373_af.jpg']",TP,0.8516601845397075,0.635830092269854,True,True,"['f', 'f']","['a', 'a']"
187,"['__374_af.jpg', '__375_af.jpg']",TP,0.6421117450934546,0.5310558725467274,True,True,"['f', 'f']","['a', 'a']"
188,"['__376_af.jpg', '__377_af.jpg']",TP,0.5390631560781736,0.47953157803908697,True,True,"['f', 'f']","['a', 'a']"
189,"['__378_af.jpg', '__379_af.jpg']",TP,0.4710813315789415,0.44554066578947094,True,True,"['f', 'f']","['a', 'a']"
190,"['__380_af.jpg', '__381_af.jpg']",TP,0.4273171723842699,0.42365858619213514,True,True,"['f', 'f']","['a', 'a']"
192,"['__384_af.jpg', '__385_af.jpg']",TP,0.13649598603343893,0.2782479930167196,True,True,"['f', 'f']","['a', 'a']"
193,"['__386_af.jpg', '__387_af.jpg']",TP,0.07229509517906996,0.24614754758953522,True,True,"['f', 'f']","['a', 'a']"
194,"['__388_af.jpg', '__389_af.jpg']",TP,0.0964278229205342,0.25821391146026723,True,True,"['f', 'f']","['a', 'a']"
195,"['__390_af.jpg', '__391_af.jpg']",TP,0.7969516754308408,0.6084758377154205,True,True,"['f', 'f']","['a', 'a']"
196,"['__392_af.jpg', '__393_af.jpg']",TP,0.7330863093595957,0.576543154679798,True,True,"['f', 'f']","['a', 'a']"
197,"['__394_af.jpg', '__395_af.jpg']",TP,0.2529958241888217,0.33649791209441127,True,True,"['f', 'f']","['a', 'a']"
198,"['__396_af.jpg', '__397_af.jpg']",TP,0.858790843899538,0.6393954219497691,True,True,"['f', 'f']","['a', 'a']"
199,"['__398_af.jpg', '__399_af.jpg']",TP,0.532034825662012,0.4760174128310059,True,True,"['f', 'f']","['a', 'a']"
200,"['__400_af.jpg', '__401_af.jpg']",TP,0.4574718469883128,0.43873592349415663,True,True,"['f', 'f']","['a', 'a']"
201,"['__402_af.jpg', '__403_af.jpg']",TP,0.7342726433772961,0.5771363216886484,True,True,"['f', 'f']","['a', 'a']"
202,"['__404_af.jpg', '__405_af.jpg']",TP,0.6159852192807357,0.517992609640368,True,True,"['f', 'f']","['a', 'a']"
204,"['__408_af.jpg', '__409_af.jpg']",TP,0.48459316190689306,0.4522965809534466,True,True,"['f', 'f']","['a', 'a']"
205,"['__410_af.jpg', '__411_af.jpg']",TP,0.4259740397455458,0.4229870198727732,True,True,"['f', 'f']","['a', 'a']"
206,"['__412_af.jpg', '__413_af.jpg']",TP,0.4469193177979338,0.4334596588989672,True,True,"['f', 'f']","['a', 'a']"
207,"['__414_af.jpg', '__415_af.jpg']",TP,0.571484903130512,0.4957424515652562,True,True,"['f', 'f']","['a', 'a']"
208,"['__416_af.jpg', '__417_af.jpg']",TP,0.22965745483902333,0.32482872741951196,True,True,"['f', 'f']","['a', 'a']"
209,"['__418_af.jpg', '__419_af.jpg']",TP,0.14555482436082712,0.28277741218041375,True,True,"['f', 'f']","['a', 'a']"
210,"['__420_af.jpg', '__421_af.jpg']",TP,0.7862226399582117,0.603111319979106,True,True,"['f', 'f']","['a', 'a']"
211,"['__422_af.jpg', '__423_af.jpg']",TP,0.2696908483312612,0.3448454241656309,True,True,"['f', 'f']","['a', 'a']"
212,"['__424_af.jpg', '__425_af.jpg']",TP,0.5827330683905108,0.5013665341952557,True,True,"['f', 'f']","['a', 'a']"
213,"['__426_af.jpg', '__427_af.jpg']",TP,0.7380537217368923,0.5790268608684463,True,True,"['f', 'f']","['a', 'a']"
214,"['__428_af.jpg', '__429_af.jpg']",TP,0.6420879677379476,0.5310439838689739,True,True,"['f', 'f']","['a', 'a']"
215,"['__430_af.jpg', '__431_af.jpg']",TP,0.6346563022889516,0.5273281511444761,True,True,"['f', 'f']","['a', 'a']"
216,"['__432_af.jpg', '__433_af.jpg']",TP,0.9629563827039083,0.6914781913519542,True,True,"['f', 'f']","['a', 'a']"
217,"['__434_af.jpg', '__435_af.jpg']",TP,1.1696908644732271,0.7948454322366139,True,True,"['f', 'f']","['a', 'a']"
218,"['__436_af.jpg', '__437_af.jpg']",TP,1.0278377959046714,0.7239188979523361,True,True,"['f', 'f']","['a', 'a']"
220,"['__440_af.jpg', '__441_af.jpg']",TP,0.9831353464837433,0.701567673241872,True,True,"['f', 'f']","['a', 'a']"
221,"['__442_af.jpg', '__443_af.jpg']",TP,0.9159673287935058,0.6679836643967529,True,True,"['f', 'f']","['a', 'a']"
